City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
140,Tuy Hoa,13.0833,109.3,72.0,91,75,3.87,VN,2021-03-03 23:01:40
141,Seymchan,62.8833,152.4333,-25.69,90,100,9.62,RU,2021-03-03 23:01:41
142,Emba,48.8264,58.1442,27.66,98,100,17.36,KZ,2021-03-03 23:01:41
143,Santiago De Cao,-7.9589,-79.2392,77.0,78,40,8.05,PE,2021-03-03 23:01:41
144,Beringovskiy,63.05,179.3167,6.28,94,100,32.19,RU,2021-03-03 23:01:42
145,Los Llanos De Aridane,28.6585,-17.9182,66.2,63,90,8.05,ES,2021-03-03 23:01:42
146,Iskateley,67.6803,53.1512,9.14,96,96,7.07,RU,2021-03-03 23:01:42
147,Ilulissat,69.2167,-51.1,28.4,69,100,2.3,GL,2021-03-03 23:01:42
148,Chipinge,-20.1883,32.6236,61.65,96,17,0.94,ZW,2021-03-03 23:01:43
149,Jadu,31.953,12.0261,50.45,79,70,30.67,LY,2021-03-03 23:01:43
150,Sunggal,3.5765,98.6151,75.2,94,40,2.37,ID,2021-03-03 23:01:43
151,Reforma,18.1,-91.0167,83.68,69,12,6.02,MX,2021-03-03 23:01:44
152,Olafsvik,64.8945,-23.7142,40.26,92,100,17.22,IS,2021-03-03 23:01:44
153,Khajuraho,24.85,79.9333,66.45,23,0,2.73,IN,2021-03-03 22:57:13
154,Maceio,-9.6658,-35.7353,78.8,78,20,8.05,BR,2021-03-03 22:58:40
155,Yumen,40.2833,97.2,34.23,30,96,14.27,CN,2021-03-03 23:01:45
156,Porto Nacional,-10.7081,-48.4172,77.0,94,20,3.44,BR,2021-03-03 23:01:45
157,Fortuna,40.5982,-124.1573,55.0,71,30,7.0,US,2021-03-03 23:01:45
158,Portland,45.5234,-122.6762,61.0,47,1,3.0,US,2021-03-03 22:57:31
159,Ribeira Grande,38.5167,-28.7,61.79,90,100,17.02,PT,2021-03-03 23:01:46
160,Jamestown,42.097,-79.2353,37.0,91,1,8.84,US,2021-03-03 23:01:46
161,Merauke,-8.4667,140.3333,79.36,85,100,15.39,ID,2021-03-03 23:01:46
162,Genhe,50.7833,121.5167,6.89,93,100,2.64,CN,2021-03-03 23:01:47
163,Roebourne,-20.7833,117.1333,78.51,71,0,6.04,AU,2021-03-03 23:01:47
164,Nantucket,41.2835,-70.0995,39.2,81,1,11.5,US,2021-03-03 23:01:48
165,Chuy,-33.6971,-53.4616,72.82,86,98,11.07,UY,2021-03-03 23:01:48
166,Yar-Sale,66.8333,70.8333,6.44,95,100,10.83,RU,2021-03-03 23:01:48
167,Price,39.5994,-110.8107,51.8,16,1,5.75,US,2021-03-03 23:01:49
168,Hambantota,6.1241,81.1185,73.69,80,5,9.98,LK,2021-03-03 23:01:49
169,Gamba,-2.65,10.0,79.9,87,100,6.64,GA,2021-03-03 23:01:50
170,Iqaluit,63.7506,-68.5145,-5.8,77,90,26.46,CA,2021-03-03 23:01:14
171,Lebu,-37.6167,-73.65,61.72,81,32,16.93,CL,2021-03-03 23:01:50
172,Upata,8.0086,-62.3989,78.01,82,24,8.01,VE,2021-03-03 23:01:50
173,Putai,46.6579,1.9863,44.6,81,0,3.44,FR,2021-03-03 23:01:51
174,Porteirinha,-15.7433,-43.0283,70.34,81,1,6.93,BR,2021-03-03 23:01:51
175,Laguna,38.421,-121.4238,66.99,32,1,6.91,US,2021-03-03 23:01:51
176,Lagunas,-5.2269,-75.6753,75.51,96,84,2.15,PE,2021-03-03 23:01:52
177,Faya,18.3851,42.4509,59.0,63,0,5.75,SA,2021-03-03 23:01:52
178,Phulabani,20.4667,84.2333,63.79,27,0,2.84,IN,2021-03-03 23:01:52
179,Davila,18.4726,120.5763,75.2,83,75,2.3,PH,2021-03-03 23:01:53
180,Ayan,56.45,138.1667,-10.43,79,66,7.49,RU,2021-03-03 23:01:53
181,Bairiki,1.3292,172.9752,82.4,74,75,13.8,KI,2021-03-03 23:01:53
182,Burnie,-41.0667,145.9167,69.01,72,100,10.0,AU,2021-03-03 22:59:47
183,Kropotkin,45.4375,40.5756,32.4,95,62,6.93,RU,2021-03-03 23:01:54
184,Havre-Saint-Pierre,50.2334,-63.5986,19.4,68,90,20.71,CA,2021-03-03 23:01:54
185,Nelson Bay,-32.7167,152.15,72.0,83,20,5.75,AU,2021-03-03 23:01:55
186,Saint-Philippe,-21.3585,55.7679,77.0,78,20,1.14,RE,2021-03-03 23:01:56
187,Husavik,66.0449,-17.3389,30.2,93,20,12.33,IS,2021-03-03 23:01:56
188,San Patricio,28.017,-97.5169,64.4,59,75,12.66,US,2021-03-03 23:01:56
189,Belaya Gora,68.5333,146.4167,-31.05,84,100,7.18,RU,2021-03-03 23:01:57
190,Sinnamary,5.3833,-52.95,77.34,86,97,11.32,GF,2021-03-03 23:01:57
191,Avera,33.194,-82.5271,60.8,51,1,3.44,US,2021-03-03 23:01:57
192,Cockburn Town,21.4612,-71.1419,78.8,61,1,9.22,TC,2021-03-03 23:01:57
193,San-Pedro,4.7485,-6.6363,78.98,89,94,6.2,CI,2021-03-03 23:01:57
194,Port Alfred,-33.5906,26.891,69.01,93,88,3.0,ZA,2021-03-03 23:01:58
